chromosome,start,end,name,strand,gene
3,89302477,89302729,ENSMUST00000175352.2,+,Gm22642
3,89313898,89322965,ENSMUST00000029673.8,-,Efna3
3,89315363,89322887,ENSMUST00000200436.1,-,Efna3
3,89315438,89318907,ENSMUST00000135144.1,+,Gm15998
3,89333389,89338028,ENSMUST00000029674.7,-,Efna4
3,89337849,89347831,ENSMUST00000180791.1,+,4731419I09Rik
3,89339639,89349989,ENSMUST00000107448.7,-,Adam15
3,89339639,89349996,ENSMUST00000029676.10,-,Adam15
3,89339643,89349959,ENSMUST00000107446.6,-,Adam15
3,89339647,89349975,ENSMUST00000074582.6,-,Adam15
3,89350218,89365253,ENSMUST00000070820.6,-,Dcst1
3,89377643,89387189,ENSMUST00000107433.6,-,Zbtb7b
3,89377643,89387671,ENSMUST00000107435.6,-,Zbtb7b
3,89377643,89392069,ENSMUST00000107432.6,-,Zbtb7b
3,89377643,89393362,ENSMUST00000029677.8,-,Zbtb7b
3,89394289,89398779,ENSMUST00000126926.1,+,Gm15417
3,89400987,89402793,ENSMUST00000057431.5,-,Lenep
3,89401003,89411870,ENSMUST00000050398.9,-,Flad1
3,89401968,89411863,ENSMUST00000129308.7,-,Flad1
3,89402666,89411869,ENSMUST00000107426.6,-,Flad1
3,89415471,89418383,ENSMUST00000029679.3,-,Cks1b
3,89415556,89418017,ENSMUST00000107422.1,-,Cks1b
3,89418442,89430015,ENSMUST00000039110.10,+,Shc1
3,89418550,89430027,ENSMUST00000191485.5,+,Shc1
3,89418613,89430015,ENSMUST00000107417.7,+,Shc1
3,89421627,89429099,ENSMUST00000094378.8,+,Shc1
3,89430260,89435128,ENSMUST00000060061.9,+,Pygo2
3,89430836,89435128,ENSMUST00000107413.1,+,Pygo2
3,89436705,89450952,ENSMUST00000038942.8,+,Pbxip1
3,89454540,89469009,ENSMUST00000198440.3,+,Pmvk
3,89459117,89469013,ENSMUST00000029564.10,+,Pmvk
3,89459330,89469004,ENSMUST00000107410.6,+,Pmvk
3,89459570,89469006,ENSMUST00000184515.1,+,Pmvk
3,89520163,89667761,ENSMUST00000000811.7,+,Kcnn3
3,89715021,89753446,ENSMUST00000098924.7,+,Adar
3,89730747,89751406,ENSMUST00000029563.12,+,Adar
3,89730747,89751406,ENSMUST00000118341.4,+,Adar
3,89730747,89751406,ENSMUST00000121094.6,+,Adar
3,89730747,89753446,ENSMUST00000107405.5,+,Adar
3,89746194,89764608,ENSMUST00000200558.3,-,Chrnb2
3,89752432,89764632,ENSMUST00000029562.4,-,Chrnb2
3,89767510,89773240,ENSMUST00000038450.1,-,4632404H12Rik
3,89768120,89772791,ENSMUST00000195940.1,-,4632404H12Rik
3,89773615,89784000,ENSMUST00000038356.11,+,Ube2q1
3,89774287,89782744,ENSMUST00000196726.1,+,Ube2q1
3,89831369,89858834,ENSMUST00000050401.5,+,She
3,89864058,89913196,ENSMUST00000197679.3,-,Il6ra
3,89869323,89913162,ENSMUST00000029559.6,-,Il6ra
3,89912915,89914053,ENSMUST00000198429.1,+,RP24-122I22.6
3,89939480,89960629,ENSMUST00000069805.12,-,Atp8b2
3,89939480,89963508,ENSMUST00000107396.6,-,Atp8b2
3,89940848,89963508,ENSMUST00000168276.6,-,Atp8b2
3,89967998,89968163,ENSMUST00000083111.1,-,Gm24046
3,89995445,89998697,ENSMUST00000079724.7,-,Hax1
3,89995452,89998666,ENSMUST00000197767.3,-,Hax1
3,89995455,89998677,ENSMUST00000197786.3,-,Hax1
3,89995593,89998620,ENSMUST00000197725.3,-,Hax1
3,89995624,89998389,ENSMUST00000198782.1,-,Hax1
3,89998759,90001325,ENSMUST00000200257.1,+,RP23-114P22.5
3,90000139,90052455,ENSMUST00000198322.3,-,Ubap2l
3,90000139,90052465,ENSMUST00000029553.14,-,Ubap2l
3,90000287,90052475,ENSMUST00000064639.13,-,Ubap2l
3,90000292,90052462,ENSMUST00000196843.3,-,Ubap2l
3,90001114,90021445,ENSMUST00000200320.1,+,RP23-114P22.5
3,90005993,90052452,ENSMUST00000090908.9,-,Ubap2l
3,90006219,90052472,ENSMUST00000195995.3,-,Ubap2l
3,90006219,90052515,ENSMUST00000199834.3,-,Ubap2l
3,90010594,90010730,ENSMUST00000104381.1,-,Gm24608
3,90011152,90011210,ENSMUST00000183442.1,-,Mir7669
3,90051635,90062018,ENSMUST00000159064.6,+,4933434E20Rik
3,90052813,90063341,ENSMUST00000160640.6,+,4933434E20Rik
3,90052836,90059097,ENSMUST00000029552.11,+,4933434E20Rik
3,90052841,90060994,ENSMUST00000162114.6,+,4933434E20Rik
3,90052870,90062442,ENSMUST00000068798.11,+,4933434E20Rik
3,90057258,90058380,ENSMUST00000160263.1,+,Gm16540
3,90062795,90068347,ENSMUST00000029551.2,+,4933434E20Rik
3,90070019,90070099,ENSMUST00000104803.1,+,Mir190b
3,90072648,90092130,ENSMUST00000121503.6,+,Tpm3
3,90072650,90100901,ENSMUST00000062193.14,+,Tpm3
3,90072650,90100902,ENSMUST00000119570.6,+,Tpm3
3,90079539,90100901,ENSMUST00000029549.14,+,Tpm3
3,90079653,90100896,ENSMUST00000118566.6,+,Tpm3
3,90079714,90098783,ENSMUST00000119158.6,+,Tpm3
3,90104131,90212017,ENSMUST00000029548.7,+,Nup210l
3,90104133,90212048,ENSMUST00000200410.1,+,Nup210l
3,90126534,90126666,ENSMUST00000082996.1,+,Gm23723
3,90198681,90198786,ENSMUST00000122578.1,+,Gm24185
3,90212666,90213647,ENSMUST00000195998.3,-,Rps27
3,90212670,90213648,ENSMUST00000197361.3,-,Rps27
3,90212670,90213651,ENSMUST00000170122.3,-,Rps27
3,90213694,90226385,ENSMUST00000107373.6,+,Rab13
3,90220786,90225969,ENSMUST00000065418.6,+,Rab13
3,90231596,90235838,ENSMUST00000029546.13,+,Jtb
3,90231611,90235544,ENSMUST00000119304.1,+,Jtb
3,90237499,90243512,ENSMUST00000029547.8,-,Creb3l4
3,90237569,90243143,ENSMUST00000107369.1,-,Creb3l4
3,90248171,90253612,ENSMUST00000015467.8,+,Slc39a1
3,90254162,90264125,ENSMUST00000029545.13,+,Crtc2
3,90265184,90280669,ENSMUST00000129564.6,+,Dennd4b
3,90266513,90280669,ENSMUST00000098914.8,+,Dennd4b
3,90270148,90270212,ENSMUST00000183900.1,+,Mir7012
3,90292300,90293983,ENSMUST00000200437.1,-,RP23-358O22.1
3,90293183,90363407,ENSMUST00000197988.3,+,Gatad2b
3,90293183,90363407,ENSMUST00000199754.3,+,Gatad2b
3,90294146,90358373,ENSMUST00000199607.3,+,Gatad2b
3,90341653,90358120,ENSMUST00000049382.4,+,Gatad2b
3,90385238,90389927,ENSMUST00000029541.10,-,Slc27a3
3,90391387,90433303,ENSMUST00000071488.6,-,Ints3
3,90391395,90433529,ENSMUST00000029542.10,-,Ints3
3,90392075,90433613,ENSMUST00000196530.1,-,Ints3
3,90450590,90465866,ENSMUST00000029540.11,-,Npr1
3,90451582,90457095,ENSMUST00000134250.1,+,Gm16048
3,90476146,90488379,ENSMUST00000001042.9,+,Ilf2
3,90488033,90491033,ENSMUST00000149884.1,-,Snapin
3,90498955,90509450,ENSMUST00000107343.6,-,Chtop
3,90498955,90509451,ENSMUST00000001043.12,-,Chtop
3,90498955,90509452,ENSMUST00000107344.6,-,Chtop
3,90498957,90509462,ENSMUST00000076639.9,-,Chtop
3,90498964,90509498,ENSMUST00000049937.11,-,Chtop
3,90499493,90509474,ENSMUST00000107346.6,-,Chtop
3,90499694,90509485,ENSMUST00000107342.1,-,Chtop
3,90511033,90514392,ENSMUST00000060738.8,-,S100a1
3,90511036,90514278,ENSMUST00000107340.1,-,S100a1
3,90514434,90524581,ENSMUST00000048138.6,+,S100a13
3,90526855,90528230,ENSMUST00000199538.3,+,S100a14
3,90526866,90528837,ENSMUST00000164481.5,+,S100a14
3,90526869,90528837,ENSMUST00000167598.5,+,S100a14
3,90537253,90543148,ENSMUST00000098911.8,+,S100a16
3,90537314,90543014,ENSMUST00000107335.1,+,S100a16
3,90538884,90542927,ENSMUST00000107334.6,+,S100a16
3,90541145,90542748,ENSMUST00000107333.6,+,S100a16
3,90541148,90542862,ENSMUST00000107331.6,+,S100a16
3,90541160,90543151,ENSMUST00000098910.2,+,S100a16
3,90548618,90548724,ENSMUST00000122507.1,+,Gm24593
3,90560555,90560702,ENSMUST00000083145.1,-,Gm23464
3,90584658,90602478,ENSMUST00000200508.3,+,S100a3
3,90586951,90602524,ENSMUST00000200290.3,+,S100a3
3,90590246,90591508,ENSMUST00000179550.1,+,S100a2
3,90600214,90602702,ENSMUST00000001047.7,+,S100a3
3,90601903,90605885,ENSMUST00000107330.2,+,RP23-326D6.5
3,90603770,90606045,ENSMUST00000001046.6,+,S100a4
3,90608522,90611780,ENSMUST00000107329.6,+,S100a5
3,90609809,90611780,ENSMUST00000001049.4,+,S100a5
3,90612881,90614414,ENSMUST00000001051.7,+,S100a6
3,90613304,90614414,ENSMUST00000198128.1,+,S100a6
3,90654301,90658669,ENSMUST00000079286.3,+,S100a7a
3,90668977,90670035,ENSMUST00000069927.9,+,S100a8
3,90692631,90695711,ENSMUST00000069960.10,-,S100a9
3,90692631,90695721,ENSMUST00000117167.1,-,S100a9
3,90726905,90741517,ENSMUST00000169698.6,+,Pglyrp4
3,90726910,90740514,ENSMUST00000047745.5,+,Pglyrp4
3,90775945,90777876,ENSMUST00000180151.1,-,Gm5849
3,91088136,91090803,ENSMUST00000166173.2,-,9130204L05Rik
3,92010755,92010865,ENSMUST00000103897.1,-,Gm23697
3,92014582,92031582,ENSMUST00000047660.4,+,Pglyrp3
3,92061396,92061506,ENSMUST00000177640.1,-,Gm25145
3,92080270,92083142,ENSMUST00000058150.7,-,Lor
3,92097350,92099631,ENSMUST00000196377.1,+,RP23-381I16.5
3,92102577,92142736,ENSMUST00000197811.1,-,RP23-381I16.3
3,92113191,92119317,ENSMUST00000198245.1,+,RP23-381I16.4
3,92122203,92123947,ENSMUST00000070284.3,-,Prr9
3,92134996,92142744,ENSMUST00000029535.5,-,Lelp1
3,92170220,92177907,ENSMUST00000200051.1,+,RP23-381I16.6
3,92215798,92221911,ENSMUST00000074449.6,+,Sprr2a1
3,92215919,92254564,ENSMUST00000090871.2,+,Sprr2a2
3,92242932,92246241,ENSMUST00000192966.1,-,Gm37087
3,92250746,92256724,ENSMUST00000071805.3,+,Sprr2a2
3,92277724,92281033,ENSMUST00000193494.1,-,Gm37752
3,92285416,92291405,ENSMUST00000193337.1,+,Sprr2a3
3,92288565,92289247,ENSMUST00000090872.6,+,Sprr2a3
3,92316619,92318085,ENSMUST00000061038.3,+,Sprr2b
3,92339139,92340873,ENSMUST00000047477.3,+,Sprr2d
3,92352142,92353449,ENSMUST00000068399.1,+,Sprr2e
3,92365186,92366442,ENSMUST00000050397.1,+,Sprr2f
3,92373914,92375229,ENSMUST00000056590.5,+,Sprr2g
3,92373914,92375229,ENSMUST00000189634.5,+,Sprr2g
3,92385684,92387324,ENSMUST00000059845.1,+,Sprr2h
3,92385699,92387100,ENSMUST00000191886.1,+,Sprr2h
3,92407990,92409271,ENSMUST00000047264.2,+,Sprr2i
3,92418081,92419396,ENSMUST00000029533.2,+,Sprr2j-ps
3,92428031,92429423,ENSMUST00000192538.1,-,Gm9774
3,92428065,92429423,ENSMUST00000047300.7,-,Gm9774
3,92432581,92433925,ENSMUST00000067102.2,+,Sprr2k
3,92436808,92438789,ENSMUST00000062160.3,-,Sprr1b
3,92456501,92458720,ENSMUST00000058142.3,-,Sprr3
3,92483951,92485895,ENSMUST00000054599.7,-,Sprr1a
3,92500262,92500493,ENSMUST00000062129.1,-,Sprr4
3,92532504,92534511,ENSMUST00000193521.1,-,2310046K23Rik
3,92570901,92573735,ENSMUST00000053107.5,-,Ivl
3,92583866,92586204,ENSMUST00000194965.4,-,Smcp
3,92583866,92588997,ENSMUST00000098888.6,-,Smcp
3,92604717,92607492,ENSMUST00000195278.1,-,2210017I01Rik
3,92620080,92621660,ENSMUST00000138403.1,-,Lce6a
3,92620084,92621180,ENSMUST00000170676.2,-,Lce6a
3,92646534,92648307,ENSMUST00000074142.6,-,Lce1a1
3,92655649,92656926,ENSMUST00000029531.3,-,Lce1b
3,92668612,92670315,ENSMUST00000029530.5,-,Lce1a2
3,92679246,92680918,ENSMUST00000047055.3,+,Lce1c
3,92685498,92687210,ENSMUST00000029524.3,-,Lce1d
3,92707400,92709074,ENSMUST00000090867.1,-,Lce1e
3,92718684,92720350,ENSMUST00000047153.3,-,Lce1f
3,92737650,92739096,ENSMUST00000192027.1,-,Gm38119
3,92750147,92752338,ENSMUST00000029527.5,-,Lce1g
3,92763214,92765065,ENSMUST00000051521.4,-,Lce1h
3,92777209,92778899,ENSMUST00000090866.1,-,Lce1i
3,92788839,92790514,ENSMUST00000186525.1,-,Lce1j
3,92789049,92789469,ENSMUST00000107304.2,-,Lce1j
3,92806290,92807891,ENSMUST00000179917.1,-,Lce1k
3,92823073,92827247,ENSMUST00000072363.4,-,Kprp
3,92843296,92843683,ENSMUST00000192143.1,-,Gm38201
3,92849948,92851286,ENSMUST00000054426.4,-,Lce1l
3,92868358,92870216,ENSMUST00000163439.2,-,2310050C09Rik
3,92925286,92926230,ENSMUST00000067318.5,-,Lce3a
3,92932978,92934097,ENSMUST00000046234.4,+,Lce3b
3,92944485,92945733,ENSMUST00000055375.5,+,Lce3c
3,92949157,92949259,ENSMUST00000157210.1,-,Gm24481
3,92957389,92958505,ENSMUST00000059053.10,+,Lce3d
3,92962007,92962116,ENSMUST00000083731.1,-,Gm22577
3,92967060,92968281,ENSMUST00000098886.4,+,Lce3e
3,92992225,92993426,ENSMUST00000090863.4,+,Lce3f
3,93014204,93015687,ENSMUST00000029521.4,-,Crct1
3,93014518,93015669,ENSMUST00000107301.1,-,Crct1
3,93017809,93019060,ENSMUST00000029520.8,-,Lce1m
3,93068822,93075505,ENSMUST00000194595.1,+,Gm4858
3,93073536,93074987,ENSMUST00000195847.1,+,Gm4858
3,93073566,93074633,ENSMUST00000179064.1,+,Gm4858
3,93144786,93149471,ENSMUST00000107300.5,+,Crnn
3,93144788,93149819,ENSMUST00000195515.1,+,Crnn
3,93200209,93220793,ENSMUST00000098884.3,+,Flg2
3,93273522,93278045,ENSMUST00000192486.1,+,Flg
3,93277567,93280313,ENSMUST00000180308.1,+,Flg
3,93281324,93282092,ENSMUST00000178008.1,+,Flg
3,93282825,93283581,ENSMUST00000178752.1,+,Flg
3,93284301,93285078,ENSMUST00000178695.1,+,Flg
3,93286576,93287344,ENSMUST00000179477.1,+,Flg
3,93288094,93288859,ENSMUST00000179250.1,+,Flg
3,93290365,93291133,ENSMUST00000180293.1,+,Flg
3,93306467,93309011,ENSMUST00000192925.1,+,Gm37913
3,93306467,93465359,ENSMUST00000195137.1,-,Gm37245
3,93319748,93333570,ENSMUST00000090856.8,+,Hrnr
3,93319748,93333570,ENSMUST00000093774.3,+,Hrnr
3,93388688,93388826,ENSMUST00000200618.1,+,AC123859.1
3,93393697,93394896,ENSMUST00000191784.1,+,Gm37857
3,93393698,93399442,ENSMUST00000045912.2,+,Rptn
3,93433196,93433305,ENSMUST00000102083.1,-,Gm22752
3,93442329,93449077,ENSMUST00000064257.5,+,Tchh
3,93468753,93471980,ENSMUST00000029516.2,+,Tchhl1
3,93520487,93526287,ENSMUST00000029515.4,+,S100a11
3,93555079,93564643,ENSMUST00000045756.12,+,S100a10
3,93560726,93564450,ENSMUST00000170612.1,+,S100a10
3,93638043,93641548,ENSMUST00000193009.1,+,Gm38207
3,93651541,93652686,ENSMUST00000191960.1,-,Tdpoz2
3,93669332,93671569,ENSMUST00000094413.4,-,Tdpoz1
3,93669339,93676310,ENSMUST00000181541.1,-,Tdpoz1
3,93692049,93693070,ENSMUST00000193565.1,-,Gm37596
3,93772999,93774142,ENSMUST00000090853.4,+,Gm5773
3,93796397,93797510,ENSMUST00000075953.1,+,Tdpoz4
3,93826019,93827117,ENSMUST00000081780.3,+,Tdpoz3
3,93936632,93943543,ENSMUST00000193529.1,-,Gm9117
3,93937673,93938771,ENSMUST00000177735.1,-,Gm9117
3,93960291,93961314,ENSMUST00000098879.1,-,Tdpoz5
3,94047980,94050213,ENSMUST00000178458.1,-,Gm9125
3,94047980,94054885,ENSMUST00000180746.1,-,Gm9125
3,94071621,94072644,ENSMUST00000091692.3,-,Gm10697
3,94174411,94176616,ENSMUST00000167916.1,-,Gm10696
3,94174411,94178193,ENSMUST00000161475.1,-,Gm10696
3,94196713,94199802,ENSMUST00000159524.1,+,Gm5286
3,94264035,94266784,ENSMUST00000159517.1,+,Gm4778
3,94265686,94266784,ENSMUST00000098878.3,+,Gm4778
3,94310088,94332540,ENSMUST00000049822.9,+,Them4
3,94342098,94347352,ENSMUST00000029794.9,+,Them5
3,94342258,94347350,ENSMUST00000198083.1,+,Them5
3,94356506,94360842,ENSMUST00000200467.1,-,RP23-148G12.3
3,94362437,94364566,ENSMUST00000169433.2,+,C2cd4d
3,94368611,94377245,ENSMUST00000197971.1,-,RP23-148G12.5
3,94372793,94397840,ENSMUST00000029795.8,+,Rorc
3,94377431,94398276,ENSMUST00000197040.3,+,Rorc
3,94377515,94397648,ENSMUST00000200009.1,+,Rorc
3,94392970,94402848,ENSMUST00000198829.1,-,RP23-298M23.3
3,94398516,94404501,ENSMUST00000050975.5,+,Lingo4
3,94409394,94412919,ENSMUST00000181305.2,-,1700040D17Rik
3,94413272,94434668,ENSMUST00000166032.6,+,Tdrkh
3,94413316,94426388,ENSMUST00000200486.3,+,Tdrkh
3,94413317,94426308,ENSMUST00000196386.3,+,Tdrkh
3,94413317,94431491,ENSMUST00000045245.8,+,Tdrkh
3,94413317,94431507,ENSMUST00000197901.3,+,Tdrkh
3,94413400,94418286,ENSMUST00000198041.1,+,RP23-298M23.7
3,94422799,94431496,ENSMUST00000196606.3,+,Tdrkh
3,94422799,94431509,ENSMUST00000197495.1,+,Tdrkh
3,94433165,94436616,ENSMUST00000191506.4,-,Oaz3
3,94433386,94436567,ENSMUST00000204913.1,-,Oaz3
3,94433386,94436637,ENSMUST00000199678.2,-,Oaz3
3,94433386,94443833,ENSMUST00000203883.1,-,Oaz3
3,94433386,94443915,ENSMUST00000204548.1,-,Oaz3
3,94443324,94448708,ENSMUST00000029786.12,+,Mrpl9
3,94443336,94451130,ENSMUST00000196143.1,+,Mrpl9
3,94464982,94473591,ENSMUST00000029785.3,-,Riiad1
3,94478295,94492188,ENSMUST00000198316.3,+,Celf3
3,94478334,94492193,ENSMUST00000197558.3,+,Celf3
3,94478493,94492198,ENSMUST00000200342.3,+,Celf3
3,94478830,94492193,ENSMUST00000029784.8,+,Celf3
3,94479077,94492194,ENSMUST00000199775.3,+,Celf3
3,94497543,94582716,ENSMUST00000029783.14,-,Snx27
3,94499312,94582549,ENSMUST00000107283.6,-,Snx27
3,94502056,94562032,ENSMUST00000200642.3,-,Snx27
3,94533804,94535966,ENSMUST00000198548.1,-,RP23-298M23.11
3,94536610,94537488,ENSMUST00000196327.1,-,RP23-298M23.12
3,94575776,94577034,ENSMUST00000198380.1,-,RP24-276A6.1
3,94612756,94658871,ENSMUST00000006123.9,-,Tuft1
3,94612758,94658872,ENSMUST00000196733.3,-,Tuft1
3,94612995,94658800,ENSMUST00000196655.3,-,Tuft1
3,94643111,94643600,ENSMUST00000107276.1,+,Gm10972
3,94658960,94660115,ENSMUST00000141485.1,+,Gm15234
3,94693555,94704413,ENSMUST00000090848.8,+,Selenbp2
3,94693568,94704216,ENSMUST00000173849.6,+,Selenbp2
3,94760068,94786463,ENSMUST00000107272.4,-,Cgn
3,94760068,94786492,ENSMUST00000107273.6,-,Cgn
3,94775214,94786451,ENSMUST00000153263.6,-,Cgn
3,94775214,94786467,ENSMUST00000155485.2,-,Cgn
3,94837566,94882326,ENSMUST00000107270.7,+,Pogz
3,94837712,94880332,ENSMUST00000107266.6,+,Pogz
3,94837712,94880875,ENSMUST00000042402.10,+,Pogz
3,94837712,94882324,ENSMUST00000107269.1,+,Pogz
3,94884092,94886961,ENSMUST00000005923.6,-,Psmb4
3,94920321,94920423,ENSMUST00000157095.1,-,Gm26279
3,94933055,94944758,ENSMUST00000090839.10,+,Selenbp1
3,94954074,94959496,ENSMUST00000107260.7,+,Rfx5
3,94954107,94961561,ENSMUST00000137088.6,+,Rfx5
3,94954169,94961349,ENSMUST00000107254.6,+,Rfx5
3,94954225,94961349,ENSMUST00000107253.6,+,Rfx5
3,94954762,94959606,ENSMUST00000107255.6,+,Rfx5
3,94955014,94961561,ENSMUST00000029772.2,+,Rfx5
3,94959033,94962048,ENSMUST00000125186.1,-,B230398E01Rik
3,94974730,95006843,ENSMUST00000072287.10,+,Pi4kb
3,94974830,95006150,ENSMUST00000167008.6,+,Pi4kb
3,94974875,95006146,ENSMUST00000107251.7,+,Pi4kb
3,94976116,95006781,ENSMUST00000125476.6,+,Pi4kb
3,94994409,94996996,ENSMUST00000141787.1,-,A730011C13Rik
3,94998799,95004446,ENSMUST00000133494.1,-,Gm15265
3,94998833,95004869,ENSMUST00000143287.1,-,Gm15265
3,95004167,95004239,ENSMUST00000183540.1,+,Mir7013
3,95006701,95015238,ENSMUST00000019482.6,-,Zfp687
3,95015624,95017076,ENSMUST00000128160.1,+,4930481B07Rik
3,95032693,95042614,ENSMUST00000107237.6,-,Psmd4
3,95032696,95042552,ENSMUST00000071664.10,-,Psmd4
3,95032704,95042543,ENSMUST00000117355.1,-,Psmd4
3,95058529,95106875,ENSMUST00000107236.7,-,Pip5k1a
3,95058542,95106930,ENSMUST00000107233.7,-,Pip5k1a
3,95058544,95106856,ENSMUST00000107232.7,-,Pip5k1a
3,95058568,95106779,ENSMUST00000005768.7,-,Pip5k1a
3,95090624,95090709,ENSMUST00000083018.1,-,Gm24920
3,95099499,95099606,ENSMUST00000082656.1,+,Gm22301
3,95111021,95123051,ENSMUST00000009102.8,+,Vps72
3,95124513,95129209,ENSMUST00000005769.11,+,Tmod4
3,95124514,95129205,ENSMUST00000107227.3,+,Tmod4
3,95129535,95134011,ENSMUST00000172572.7,-,Scnm1
3,95129728,95134011,ENSMUST00000173462.2,-,Scnm1
3,95134087,95139518,ENSMUST00000066386.5,+,Lysmd1
3,95139059,95139186,ENSMUST00000184238.1,-,Mir8099-2
3,95139520,95142360,ENSMUST00000013851.3,-,Tnfaip8l2
3,95160504,95174024,ENSMUST00000090821.8,+,Sema6c
3,95160504,95174024,ENSMUST00000090823.6,+,Sema6c
3,95164305,95173862,ENSMUST00000168321.6,+,Sema6c
3,95164305,95174024,ENSMUST00000107217.4,+,Sema6c
3,95164373,95173316,ENSMUST00000202315.2,+,Sema6c
3,95181765,95217709,ENSMUST00000107209.6,-,Gabpb2
3,95181765,95217916,ENSMUST00000136139.6,-,Gabpb2
3,95181772,95208937,ENSMUST00000098873.9,-,Gabpb2
3,95203012,95217754,ENSMUST00000107204.6,-,Gabpb2
3,95217456,95226658,ENSMUST00000181819.1,+,Gm16740
3,95219134,95228677,ENSMUST00000065482.5,-,Mllt11
3,95220028,95232168,ENSMUST00000196025.3,-,Mllt11
3,95220038,95232171,ENSMUST00000198948.3,-,Mllt11
3,95228731,95236409,ENSMUST00000053872.10,+,Cdc42se1
3,95228951,95234582,ENSMUST00000107201.7,+,Cdc42se1
3,95232286,95234540,ENSMUST00000107200.6,+,Cdc42se1
3,95232292,95234662,ENSMUST00000107199.1,+,Cdc42se1
3,95236919,95241598,ENSMUST00000090815.5,-,Gm128
3,95237106,95241598,ENSMUST00000107197.1,-,Gm128
3,95241270,95251193,ENSMUST00000107195.7,-,Bnipl
3,95241294,95251049,ENSMUST00000098871.9,-,Bnipl
3,95241824,95251136,ENSMUST00000137250.7,-,Bnipl
3,95253673,95282076,ENSMUST00000015855.7,-,Prune
3,95282943,95296166,ENSMUST00000039537.12,+,Fam63a
3,95282943,95296166,ENSMUST00000107187.7,+,Fam63a
3,95287947,95296163,ENSMUST00000168223.1,+,Fam63a
3,95296095,95306804,ENSMUST00000107183.6,-,Anxa9
3,95296095,95307176,ENSMUST00000015846.7,-,Anxa9
3,95296297,95306804,ENSMUST00000164406.6,-,Anxa9
3,95307671,95315117,ENSMUST00000098867.3,-,6330562C20Rik
3,95315083,95323599,ENSMUST00000015858.10,+,Cers2
3,95323524,95357156,ENSMUST00000107171.8,-,Setdb1
3,95323524,95357200,ENSMUST00000015841.10,-,Setdb1
3,95323524,95357202,ENSMUST00000107170.2,-,Setdb1
3,95356129,95357572,ENSMUST00000192059.1,+,Gm37500
3,95386460,95402841,ENSMUST00000196239.1,-,RP23-407B16.3
3,95427670,95431087,ENSMUST00000181809.1,+,Gm4349
3,95434387,95495567,ENSMUST00000102749.9,+,Arnt
3,95434389,95497240,ENSMUST00000090804.10,+,Arnt
3,95434403,95497237,ENSMUST00000107161.6,+,Arnt
3,95434427,95460868,ENSMUST00000107160.6,+,Arnt
3,95434427,95495571,ENSMUST00000015666.15,+,Arnt
3,95499255,95509362,ENSMUST00000015664.4,+,Ctsk
3,95526785,95556400,ENSMUST00000015667.7,+,Ctss
3,95526785,95556403,ENSMUST00000116304.2,+,Ctss
3,95559676,95587671,ENSMUST00000090797.9,+,Hormad1
3,95559677,95585798,ENSMUST00000171191.4,+,Hormad1
3,95559677,95587592,ENSMUST00000029754.11,+,Hormad1
3,95559677,95587596,ENSMUST00000107154.3,+,Hormad1
3,95588933,95619242,ENSMUST00000177390.6,+,Golph3l
3,95588933,95619247,ENSMUST00000060323.10,+,Golph3l
3,95588933,95619247,ENSMUST00000098861.9,+,Golph3l
3,95588970,95590574,ENSMUST00000198013.1,+,RP23-422N18.3
3,95625010,95632102,ENSMUST00000058230.11,+,Ensa
3,95625019,95632102,ENSMUST00000037983.5,+,Ensa
3,95639303,95641045,ENSMUST00000200640.1,+,RP23-231L15.4
3,95658787,95663176,ENSMUST00000037947.13,+,Mcl1
3,95658856,95660823,ENSMUST00000178686.1,+,Mcl1
3,95676200,95687917,ENSMUST00000117782.6,-,Adamtsl4
3,95676203,95687858,ENSMUST00000015994.3,-,Adamtsl4
3,95734146,95739569,ENSMUST00000117507.7,-,Ecm1
3,95734147,95739567,ENSMUST00000029753.11,-,Ecm1
3,95734910,95734973,ENSMUST00000183853.1,-,Mir7014
3,95739975,95754862,ENSMUST00000074339.11,-,Tars2
3,95739975,95754871,ENSMUST00000029752.13,-,Tars2
3,95739975,95754871,ENSMUST00000163530.6,-,Tars2
3,95743852,95754883,ENSMUST00000098857.7,-,Tars2
3,95760340,95818758,ENSMUST00000090791.6,-,Rprd2
3,95772254,95818778,ENSMUST00000197449.1,-,Rprd2
3,95796698,95796884,ENSMUST00000158868.1,-,Gm26361
3,95830123,95855885,ENSMUST00000015892.12,-,Prpf3
3,95830621,95855753,ENSMUST00000161476.6,-,Prpf3
3,95855965,95861485,ENSMUST00000180383.1,+,Gm26594
3,95862633,95871519,ENSMUST00000067298.4,-,Mrps21
3,95862653,95870619,ENSMUST00000072587.4,-,Mrps21
3,95871521,95887956,ENSMUST00000142433.1,+,C920021L13Rik
3,95871524,95889093,ENSMUST00000120398.1,+,C920021L13Rik
3,95878502,95882205,ENSMUST00000159739.6,-,Ciart
3,95878504,95882231,ENSMUST00000036418.8,-,Ciart
3,95883953,95892005,ENSMUST00000090476.8,-,BC028528
3,95883957,95891955,ENSMUST00000036360.11,-,BC028528
3,95884972,95891930,ENSMUST00000171519.1,-,BC028528
3,95893968,95898288,ENSMUST00000015894.10,+,Aph1a
3,95894054,95897445,ENSMUST00000056710.9,+,Aph1a
3,95897767,95904691,ENSMUST00000036181.13,-,Car14
3,95929245,95947390,ENSMUST00000165307.6,+,Anp32e
3,95929277,95945565,ENSMUST00000015893.11,+,Anp32e
